User_ID,Calories_Consumed,Protein_Intake_g,Junk_Food_Frequency_week,Diet_Quality_Score
4485,2109,101,2,10
4486,2300,102,2,10
4487,2364,94,2,10
4488,1513,64,1,10
4489,1989,70,4,5
4490,2040,107,1,10
4491,1383,59,4,7
4492,1932,78,1,10
4493,1740,91,4,8
4494,2109,98,3,7
4495,2347,94,0,10
4496,2301,82,4,8
4497,2643,119,1,10
4498,1742,64,1,10
4499,2589,111,4,10
4500,2388,130,2,10
4501,2124,80,3,10
4502,2274,84,1,9
4503,2362,110,2,10
4504,1806,88,2,10
4505,1583,86,0,10
4506,1854,110,3,10
4507,2274,109,3,10
4508,2167,91,3,8
4509,2585,129,4,9
4510,1644,80,2,9
4511,1889,93,1,10
4512,2536,93,3,8
4513,1832,85,2,9
4514,1464,99,0,10
4515,2581,113,2,10
4516,2758,114,3,10
4517,2225,133,4,9
4518,2689,129,1,10
4519,2622,129,2,10
4520,1982,83,0,10
4521,3806,172,3,10
4522,2122,97,2,10
4523,2110,120,3,9
4524,2523,131,1,10
4525,922,53,2,10
4526,2840,130,0,10
4527,1978,80,1,10
4528,1621,75,3,9
4529,2076,104,0,10
4530,1571,86,2,10
4531,3048,130,1,10
4532,1750,92,2,10
4533,2345,122,2,10
4534,2251,127,3,10
4535,1942,116,2,10
4536,2087,67,4,7
4537,2083,74,1,10
4538,1863,81,4,7
4539,2999,112,3,9
4540,1822,84,2,9
4541,2657,135,1,10
4542,1696,88,5,4
4543,2542,104,2,10
4544,2604,104,0,10
4545,1920,74,3,8
4546,2516,97,2,10
4547,2134,88,3,9
4548,1473,87,1,10
4549,1601,78,3,7
4550,2553,112,2,10
4551,1693,61,2,9
4552,2238,113,1,10
4553,2269,105,1,10
4554,2333,89,3,10
4555,2223,107,1,10
4556,2336,101,3,10
4557,2846,126,4,10
4558,2891,105,0,10
4559,1797,89,6,4
4560,1802,89,1,10
4561,2166,109,2,10
4562,1769,67,5,7
4563,1946,90,2,10
4564,1774,86,1,10
4565,2839,135,3,10
4566,2144,72,0,10
4567,2579,112,4,9
4568,2553,116,2,10
4569,1865,89,2,10
4570,1782,48,5,3
4571,2401,95,1,10
4572,2952,123,4,10
4573,2577,106,3,8
4574,1812,82,3,10
4575,2476,89,1,10
4576,2240,88,3,7
4577,2531,95,3,10
4578,2079,99,0,10
4579,2698,107,3,10
4580,1777,106,0,10
4581,2509,76,2,9
4582,2485,109,1,10
4583,2214,105,4,10
4584,2478,93,0,10
4585,2435,120,1,10
4586,1975,67,2,10
4587,1983,100,3,9
4588,1526,58,2,8
4589,2250,107,4,8
4590,1383,60,2,9
4591,2685,92,5,6
4592,2265,114,4,9
4593,1936,108,1,10
4594,2840,129,2,10
4595,2423,119,1,10
4596,2061,108,2,10
4597,2492,103,2,10
4598,2460,105,3,10
4599,2854,113,1,10
4600,2011,102,2,10
4601,2519,112,3,10
4602,2723,124,2,10
4603,3130,124,1,10
4604,2584,117,0,10
4605,2195,89,0,10
4606,1808,66,3,7
4607,1876,71,0,10
4608,1804,66,2,8
4609,2334,118,2,10
4610,1849,68,0,10
4611,2308,111,3,10
4612,2467,98,6,4
4613,2483,81,4,8
4614,2307,111,4,8
4615,2579,113,5,6
4616,2085,111,4,9
4617,1981,113,3,10
4618,2306,107,1,10
4619,1957,71,4,6
4620,2324,103,3,9
4621,1757,86,2,10
4622,2568,107,3,10
4623,2413,75,5,3
4624,2297,122,4,8
4625,2191,97,4,8
4626,1433,52,0,10
4627,3112,134,5,7
4628,2551,123,2,10
4629,3071,144,1,10
4630,2762,124,1,10
4631,2806,117,1,10
4632,1724,58,1,10
4633,2441,112,3,9
4634,2604,113,1,10
4635,2639,149,1,10
4636,2461,101,1,10
4637,2230,85,0,10
4638,2545,114,5,9
4639,2369,107,0,10
4640,2068,100,6,5
4641,2737,105,5,7
4642,2759,102,5,7
4643,1783,58,4,7
4644,1912,79,5,5
4645,1789,89,4,6
4646,1427,48,1,9
4647,2776,135,2,10
4648,3651,158,3,10
4649,2576,155,2,10
4650,2066,108,5,9
4651,1906,93,8,1
4652,1746,76,2,10
4653,2790,121,2,10
4654,1701,85,1,10
4655,2483,107,2,10
4656,2198,93,2,10
4657,2449,111,3,9
4658,2558,115,1,10
4659,2209,104,3,9
4660,1741,55,3,8
4661,2880,141,2,10
4662,2695,132,4,9
4663,2036,70,1,10
4664,2120,84,4,7
4665,2343,96,3,10
4666,2800,128,1,10
4667,3099,154,4,10
4668,2001,91,1,10
4669,1061,36,1,10
4670,2115,89,1,10
4671,2319,94,0,10
4672,3001,121,2,10
4673,2441,107,1,10
4674,1818,94,0,10
4675,2793,124,3,10
4676,1937,74,2,10
4677,2202,122,4,8
4678,2396,121,1,10
4679,2322,126,1,10
4680,2949,122,1,10
4681,2227,75,2,9
4682,2399,86,2,10
4683,1338,57,4,4
4684,1791,78,4,8
4685,1951,89,0,10
4686,1662,73,2,10
4687,1939,74,1,10
4688,2260,121,2,10
4689,1341,82,2,9
4690,2041,91,2,9
4691,2283,103,1,10
4692,2407,126,2,10
4693,2672,145,2,10
4694,2787,122,0,10
4695,1719,60,1,10
4696,2647,122,3,10
4697,1966,57,1,10
4698,3143,147,1,10
4699,1820,92,2,9
4700,3189,144,4,9
4701,1951,68,1,10
4702,2754,154,4,10
4703,2013,75,1,10
4704,2440,125,1,10
4705,2188,83,5,6
4706,2699,118,4,10
4707,1684,65,1,10
4708,1309,71,1,10
4709,1731,94,3,9
4710,2573,119,3,10
4711,2560,104,1,10
4712,3064,156,1,10
4713,2635,86,1,10
4714,1694,91,4,7
4715,2471,86,2,10
4716,2026,108,3,10
4717,2147,110,2,10
4718,2315,97,0,10
4719,3534,150,2,10
4720,2165,87,0,10
4721,1953,80,3,9
4722,2133,101,5,6
4723,1911,104,4,10
4724,2950,139,3,10
4725,2384,119,2,10
4726,2342,127,4,10
4727,3003,139,4,10
4728,2389,122,1,10
4729,1864,76,2,10
4730,2568,118,2,10
4731,2601,115,0,10
4732,2157,91,4,8
4733,1973,82,1,10
4734,3002,148,1,10
4735,1944,104,1,10
4736,2034,117,0,10
4737,2155,87,2,9
4738,2203,89,2,10
4739,1922,77,1,10
4740,1820,98,1,10
4741,2989,137,4,10
4742,2056,96,1,10
4743,1729,37,4,4
4744,1658,46,3,7
4745,2303,104,1,10
4746,1615,94,0,10
4747,1818,97,2,10
4748,2055,86,5,6
4749,3120,148,1,10
4750,2000,108,4,10
4751,2997,132,4,9
4752,2120,106,2,10
4753,1263,69,1,9
4754,3178,174,3,10
4755,2035,89,0,10
4756,1667,64,3,8
4757,1633,44,4,5
4758,2087,66,4,8
4759,2262,98,1,10
4760,2057,84,4,7
4761,2344,130,4,9
4762,1527,61,0,10
4763,2387,105,1,10
4764,1500,35,5,4
4765,2551,59,0,10
4766,1978,97,6,7
4767,2486,148,1,10
4768,2598,124,1,10
4769,2892,135,2,10
4770,2372,97,4,8
4771,1572,70,3,8
4772,2389,90,2,9
4773,2078,73,0,10
4774,2306,95,1,10
4775,2140,106,2,10
4776,1825,85,0,10
4777,2675,110,2,10
4778,2649,109,2,10
4779,2098,79,2,10
4780,2446,101,4,8
4781,2359,93,0,10
4782,2023,89,4,8
4783,1765,91,2,10
4784,2744,140,4,10
4785,3005,147,3,10
4786,2773,124,4,10
4787,2062,88,2,10
4788,1710,53,1,9
4789,2134,119,1,10
4790,2039,104,4,7
4791,2614,119,4,8
4792,2069,94,1,10
4793,1827,85,2,9
4794,2840,103,3,10
4795,2580,103,1,10
4796,2327,106,2,10
4797,2074,94,5,6
4798,2463,108,3,8
4799,2725,103,1,10
4800,1645,89,1,10
4801,1699,69,2,10
4802,1576,65,1,10
4803,2024,61,4,7
4804,2109,96,3,7
4805,3146,149,1,10
4806,1666,86,6,4
4807,2243,126,2,10
4808,2249,94,1,10
4809,2300,99,0,10
4810,2176,93,0,10
4811,2154,61,2,9
4812,3226,140,0,10
4813,1804,82,2,10
4814,1591,99,2,10
4815,1993,84,1,10
4816,2466,115,2,10
4817,2946,150,6,7
4818,2674,98,1,10
4819,2255,133,1,10
4820,2047,92,2,10
4821,2398,118,3,10
4822,1749,107,0,10
4823,1689,92,2,10
4824,2440,128,2,10
4825,1865,104,2,10
4826,1930,99,0,10
4827,3134,135,2,10
4828,3166,124,2,10
4829,2246,105,1,10
4830,1840,89,3,10
4831,3045,122,1,10
4832,2105,75,3,9
4833,2765,108,1,10
4834,2231,136,3,10
4835,2787,114,2,10
4836,1975,73,0,10
4837,2130,92,1,10
4838,2146,84,2,10
4839,2087,77,4,7
4840,1427,88,7,3
4841,2224,100,2,10
4842,2286,79,1,10
4843,2012,70,4,8
4844,1618,61,2,10
4845,2513,118,2,10
4846,1549,70,2,9
4847,2849,145,3,10
4848,1588,60,2,8
4849,1699,69,1,10
4850,2651,129,1,10
4851,2221,88,5,8
4852,2288,96,3,10
4853,1908,70,0,10
4854,2833,109,1,10
4855,2835,146,2,10
4856,2811,122,5,9
4857,2214,90,3,8
4858,2754,82,2,9
4859,1829,90,1,10
4860,2512,119,1,10
4861,2196,92,1,10
4862,2246,115,4,10
4863,2466,87,2,10
4864,2394,121,2,10
4865,2473,97,0,10
4866,1651,81,2,10
4867,2044,89,1,10
4868,2210,104,3,10
4869,1894,87,4,8
4870,2040,90,5,5
4871,1486,78,5,6
4872,1904,107,4,8
4873,1554,85,2,10
4874,3029,138,1,10
4875,2305,103,4,6
4876,2628,73,2,8
4877,2585,105,4,9
4878,1927,89,4,7
4879,1657,77,5,4
4880,1767,76,0,10
4881,2046,58,2,8
4882,2395,134,0,10
4883,2277,110,1,10
4884,2146,70,3,10
4885,1948,63,4,5
4886,2363,101,2,10
4887,2374,112,0,10
4888,1528,88,2,10
4889,2861,126,4,10
4890,2378,129,4,9
4891,1960,81,4,8
4892,2109,101,2,10
4893,1305,35,1,8
4894,2223,112,5,8
4895,1910,102,1,10
4896,2573,111,3,10
4897,1660,79,2,9
4898,2042,77,2,10
4899,1771,88,0,10
4900,943,71,1,10
4901,2923,108,3,10
4902,2288,85,0,10
4903,2186,104,1,10
4904,1367,45,2,8
4905,1940,96,3,10
4906,2265,89,5,5
4907,2370,92,1,10
4908,2379,128,4,9
4909,2290,110,1,10
4910,1748,92,2,9
4911,2842,147,1,10
4912,2540,104,1,10
4913,2009,77,5,6
4914,1967,104,1,10
4915,1682,90,1,10
4916,1992,76,3,7
4917,2417,97,3,10
4918,2821,114,3,8
4919,2167,132,3,10
4920,2865,131,2,10
4921,2843,109,2,10
4922,1791,53,2,8
4923,2093,101,1,10
4924,2286,100,2,10
4925,2602,135,2,10
4926,1985,101,1,10
4927,2612,81,0,10
4928,1844,112,5,9
4929,2039,87,2,10
4930,2152,78,2,9
4931,1163,67,5,5
4932,2202,83,2,10
4933,2168,76,2,9
4934,2164,86,2,10
4935,2637,129,1,10
4936,1953,76,2,9
4937,2193,82,3,8
4938,1658,102,1,10
4939,1786,108,2,10
4940,2236,107,1,10
4941,2515,107,0,10
4942,3515,133,0,10
4943,2645,119,2,10
4944,2485,103,1,10
4945,2231,94,1,10
4946,2762,139,2,10
4947,3111,117,5,8
4948,2602,113,2,10
4949,1997,97,2,9
4950,2224,101,5,7
4951,2583,97,1,10
4952,2501,108,1,10
4953,1478,46,3,9
4954,1853,105,3,9
4955,1693,88,2,10
4956,1458,63,2,9
4957,2131,75,1,10
4958,2374,112,0,10
4959,2063,109,1,10
4960,2102,64,2,9
4961,1387,89,1,10
4962,1736,70,1,10
4963,2003,91,4,7
4964,2113,94,2,10
4965,2673,119,3,9
4966,2022,93,4,9
4967,2628,117,5,8
4968,2358,91,0,10
4969,2350,87,3,10
4970,1450,79,1,10
4971,2120,111,3,10
4972,2633,99,0,10
4973,1398,76,3,8
4974,2663,102,4,8
4975,3271,156,4,10
4976,1450,67,3,6
4977,1561,97,1,10
4978,2464,105,0,10
4979,2286,136,5,7
4980,1620,64,0,10
4981,2765,103,0,10
4982,1874,85,1,10
4983,1510,58,1,10
4984,2043,75,2,10
4985,2818,107,2,10
4986,1902,98,1,10
4987,2364,124,3,10
4988,1563,75,1,9
4989,2841,135,2,10
4990,1604,88,2,10
4991,2053,76,3,9
4992,2940,106,4,8
4993,1551,77,3,6
4994,2052,87,4,7
4995,1925,92,4,8
4996,2562,124,4,9
4997,1906,75,2,9
4998,2550,120,2,10
4999,1900,87,4,7
5000,2125,92,4,7
5001,2998,111,1,10
5002,2113,89,2,9
5003,2901,101,4,7
5004,2430,95,1,10
5005,2623,113,1,10
5006,2265,81,3,7
5007,1613,90,3,10
5008,1006,58,4,7
5009,1673,63,1,10
5010,2465,122,2,10
5011,1881,94,1,10
5012,1395,89,2,10
5013,1386,53,2,10
5014,3189,144,1,10
5015,2352,88,2,10
5016,2731,80,1,10
5017,1965,83,1,10
5018,2709,115,3,10
5019,2637,106,1,10
5020,3048,135,2,10
5021,2385,109,1,10
5022,2633,81,3,8
5023,2225,100,2,10
5024,1983,107,0,10
5025,2803,128,0,10
5026,2601,125,4,9
5027,2401,123,4,10
5028,2282,78,2,10
5029,1997,95,3,9
5030,2177,77,6,5
5031,2176,94,1,10
5032,2165,84,4,7
5033,2175,73,0,10
5034,1881,106,2,10
5035,1786,86,2,8
5036,2836,126,3,8
5037,2290,111,2,10
5038,1937,79,3,10
5039,2734,93,1,10
5040,3132,142,2,10
5041,2222,74,2,10
5042,3780,159,3,10
5043,1641,63,4,10
5044,2745,120,3,10
5045,1179,50,2,10
5046,1957,81,3,8
5047,1593,79,1,10
5048,1520,57,4,7
5049,1965,77,4,9
5050,2171,77,1,10
5051,1438,21,2,8
5052,2100,87,2,7
5053,2473,118,3,10
5054,2623,114,4,8
5055,2560,138,2,10
5056,2263,103,6,7
5057,1638,72,1,10
5058,2475,118,1,10
5059,1861,86,2,10
5060,1585,73,3,9
5061,1878,86,1,10
5062,2219,133,3,10
5063,2270,108,1,10
5064,2158,100,2,9
5065,2795,148,3,10
5066,2603,120,2,10
5067,2573,106,1,10
5068,1798,67,2,10
5069,1932,75,2,10
5070,1918,98,3,9
5071,2810,142,1,10
5072,1542,81,4,7
5073,2193,94,4,9
5074,2262,105,0,10
5075,2620,108,1,10
5076,2981,133,1,10
5077,2264,96,1,10
5078,2361,113,1,10
5079,2257,94,1,10
5080,2447,106,3,10
5081,1932,95,2,10
5082,2972,134,3,10
5083,2282,110,4,8
5084,2029,108,2,10
5085,1581,60,0,10
5086,2337,87,3,9
5087,2801,124,2,10
5088,2022,100,2,10
5089,2427,89,3,8
5090,2340,101,4,6
5091,2406,113,6,5
5092,1573,73,4,7
5093,2196,88,3,9
5094,2236,82,1,10
5095,2108,89,2,9
5096,1779,79,1,10
5097,2104,104,1,10
5098,2628,101,4,8
5099,2115,90,1,10
5100,2180,71,1,10
5101,2269,106,1,10
5102,2205,104,0,10
5103,2541,119,6,4
5104,1847,93,4,8
5105,2019,120,3,10
5106,1748,61,1,10
5107,1569,79,6,4
5108,2386,100,2,10
5109,2574,106,4,8
5110,2064,100,4,6
5111,1967,77,3,7
5112,2075,110,0,10
5113,1402,54,1,8
5114,2136,103,3,9
5115,1582,79,1,10
5116,1561,86,3,8
5117,2170,105,3,9
5118,2660,111,0,10
5119,2055,115,2,10
5120,3026,138,3,10
5121,2504,110,1,10
5122,2124,99,0,10
5123,3060,142,2,10
5124,1367,57,1,10
5125,2534,103,4,8
5126,2710,108,2,10
5127,1956,103,2,10
5128,2831,121,3,10
5129,1853,97,4,8
5130,2129,89,1,10
5131,2353,89,3,9
5132,2021,115,2,10
5133,1948,72,2,10
5134,1920,70,1,10
5135,2045,85,4,7
5136,2674,97,4,8
5137,2958,116,6,6
5138,1171,74,3,8
5139,2524,103,1,10
5140,1857,68,2,9
5141,2694,127,2,10
5142,2589,111,6,7
5143,1817,98,0,10
5144,1959,94,3,9
5145,2060,84,1,9
5146,2564,94,1,10
5147,2217,111,5,9
5148,1831,75,5,6
5149,1979,103,1,10
5150,2552,106,1,10
5151,2628,84,4,9
5152,1514,58,5,6
5153,2305,133,3,10
5154,1625,63,3,8
5155,2403,100,0,10
5156,2183,89,2,10
5157,2405,102,1,10
5158,1685,59,1,10
5159,2957,126,4,10
5160,2574,94,3,10
5161,2214,66,5,6
5162,2824,140,4,9
5163,3036,108,5,7
5164,1998,85,1,10
5165,2100,103,2,10
5166,2560,122,3,9
5167,1384,59,1,10
5168,1953,69,1,9
5169,1872,92,4,7
5170,2312,103,6,7
5171,1688,116,0,10
5172,1777,105,1,10
5173,2986,150,4,10
5174,3030,125,2,10
5175,2896,95,2,10
5176,1413,76,2,9
5177,2116,92,1,10
5178,2116,87,3,8
5179,3007,129,2,10
5180,2450,94,3,9
5181,1521,68,3,8
5182,2453,105,4,8
5183,1820,64,3,9
5184,2147,104,2,10
5185,1974,89,1,10
5186,2320,101,4,8
5187,2458,105,1,10
5188,2335,91,1,10
5189,1938,118,2,10
5190,2225,124,1,10
5191,1711,49,1,10
5192,2092,103,1,10
5193,1912,85,4,8
5194,1104,78,1,10
5195,2282,110,2,10
5196,1842,79,2,10
5197,1664,100,5,6
5198,2772,110,3,10
5199,1779,95,4,8
5200,2805,110,4,7
5201,1880,89,2,10
5202,1452,77,3,8
5203,2158,116,1,10
5204,2344,89,1,10
5205,2494,107,1,10
5206,1878,104,1,10
5207,1835,83,2,9
5208,2418,81,1,10
5209,2357,87,2,9
5210,2757,124,1,10
5211,1748,87,2,10
5212,1605,63,3,7
5213,1933,79,4,5
5214,2665,138,1,10
5215,1769,91,3,9
5216,1814,91,3,9
5217,2057,107,3,10
5218,2403,110,6,6
5219,2632,112,2,10
5220,1926,92,4,8
5221,2926,123,1,10
5222,1782,65,0,10
5223,2306,100,2,10
5224,1947,58,2,8
5225,2469,90,1,10
5226,3065,129,1,10
5227,1795,50,4,5
5228,2089,100,1,10
5229,2414,88,2,9
5230,1985,88,1,10
5231,2307,97,2,10
5232,2582,118,0,10
5233,2289,79,4,8
5234,1473,54,3,6
5235,1927,105,2,10
5236,1692,79,4,7
5237,1537,77,3,6
5238,2757,118,1,10
5239,2093,88,4,8
5240,1631,68,7,2
5241,2746,111,2,10
5242,2494,101,2,10
5243,1440,45,2,8
5244,2371,97,3,9
5245,2503,89,2,9
5246,1797,94,1,10
5247,1883,75,2,8
5248,2349,107,1,10
5249,2541,113,2,10
5250,2301,85,3,7
5251,1075,61,0,10
5252,1623,75,2,8
5253,2236,98,4,7
5254,1322,67,5,7
5255,2324,101,1,10
5256,1765,100,0,10
5257,2441,109,3,8
5258,2580,141,3,10
5259,2584,114,0,10
5260,1179,75,1,10
5261,1890,91,2,9
5262,2450,105,0,10
5263,1973,88,2,10
5264,3067,115,1,10
5265,2643,114,1,10
5266,2440,104,1,10
5267,1527,83,1,10
5268,2211,114,1,10
5269,1572,65,4,6
5270,2319,116,2,10
5271,2173,131,2,10
5272,2543,107,1,10
5273,2445,89,1,10
5274,1542,53,0,10
5275,2398,108,1,10
5276,2089,71,2,10
5277,1726,73,1,10
5278,2057,91,3,10
5279,2065,116,2,10
5280,2575,126,1,10
5281,2630,128,2,10
5282,2375,98,2,10
5283,2557,121,3,10
5284,2203,84,1,10
5285,1900,90,0,10
5286,2816,131,4,9
5287,2768,115,2,10
5288,2649,135,1,10
5289,3124,147,5,10
5290,2036,106,1,10
5291,2365,92,0,10
5292,1826,101,4,8
5293,2362,113,0,10
5294,2573,108,2,10
5295,1619,94,1,10
5296,1737,74,3,8
5297,2038,78,1,9
5298,2811,131,1,10
5299,2768,129,3,10
5300,2293,92,4,7
5301,2164,87,2,10
5302,2219,85,1,10
5303,2463,122,1,10
5304,2975,118,2,10
5305,2299,97,2,9
5306,1626,95,5,8
5307,1798,68,2,8
5308,2281,109,5,9
5309,1834,99,1,10
5310,2236,116,0,10
5311,2304,105,1,10
5312,1953,84,2,10
5313,2107,105,2,10
5314,2725,115,2,10
5315,1723,60,4,7
5316,1145,51,1,9
5317,2565,110,2,10
5318,2271,100,4,7
5319,2624,118,2,10
5320,2115,115,2,10
5321,3068,122,4,9
5322,1910,90,2,10
5323,2016,123,1,10
5324,2374,102,0,10
5325,2633,105,4,9
5326,2391,106,3,8
5327,1922,61,1,10
5328,2200,92,5,8
5329,2468,87,5,6
5330,2340,91,1,10
5331,2817,137,4,10
5332,1750,69,0,10
5333,2233,98,2,10
5334,1928,96,1,10
5335,2438,107,3,9
5336,1633,69,4,7
5337,1923,71,2,9
5338,1858,77,3,8
5339,2350,89,6,4
5340,1562,83,3,10
5341,2929,140,6,8
5342,3104,107,1,10
5343,2182,65,2,9
5344,2228,122,7,5
5345,2654,106,2,10
5346,2717,136,1,10
5347,2064,91,5,5
5348,2204,113,4,10
5349,2059,87,1,10
5350,2155,88,4,8
5351,2263,129,3,10
5352,2012,92,2,10
5353,1917,89,2,9
5354,2019,105,3,8
5355,2690,111,3,9
5356,2317,88,2,9
5357,2930,141,0,10
5358,1373,61,1,9
5359,1820,89,2,9
5360,2354,129,5,7
5361,2437,98,3,10
5362,2882,142,6,9
5363,2126,95,3,8
5364,2411,119,3,8
5365,1595,41,1,9
5366,2140,100,1,10
5367,3162,147,1,10
5368,2243,101,3,10
5369,1834,81,4,7
5370,2855,110,3,10
5371,2259,77,2,10
5372,1689,92,1,10
5373,2885,117,2,10
5374,1631,81,1,10
5375,2899,116,3,10
5376,1654,103,5,5
5377,2327,99,2,10
5378,2536,80,7,4
5379,1973,92,0,10
5380,2153,86,3,9
5381,1871,85,1,10
5382,1627,68,6,4
5383,1711,63,5,3
5384,2648,107,0,10
5385,2865,138,5,9
5386,2320,94,5,6
5387,2957,135,2,10
5388,2918,140,1,10
5389,3085,121,1,10
5390,2697,87,0,10
5391,3094,132,1,10
5392,1680,83,2,10
5393,2715,129,0,10
5394,1758,87,1,10
5395,3067,157,5,10
5396,1527,95,3,8
5397,3112,145,0,10
5398,2266,101,1,10
5399,2870,131,0,10
5400,2203,116,2,10
5401,2004,100,1,10
5402,1816,96,2,10
5403,2674,115,1,10
5404,2554,116,4,10
5405,1954,55,2,8
5406,2656,83,1,10
5407,1480,66,2,10
5408,2250,91,3,8
5409,2916,133,2,10
5410,2462,104,4,8
5411,1414,87,1,10
5412,1452,53,4,5
5413,1258,82,3,7
5414,2734,137,0,10
5415,1694,83,3,9
5416,2707,120,2,10
5417,2457,99,1,10
5418,1909,96,1,10
5419,2548,108,1,10
5420,1631,76,1,10
5421,1951,101,2,10
5422,1571,51,1,9
5423,1860,84,1,10
5424,2352,103,2,10
5425,1986,101,1,10
5426,1621,87,1,10
5427,1716,82,3,10
5428,1665,80,4,7
5429,2215,98,1,10
5430,2005,109,1,10
5431,1854,90,2,9
5432,2669,124,0,10
5433,2784,111,3,10
5434,3200,142,1,10
5435,2280,123,4,8
5436,1900,83,4,7
5437,2155,97,2,10
5438,2674,112,2,10
5439,2132,123,2,10
5440,2111,73,3,9
5441,1863,102,0,10
5442,2659,108,0,10
5443,2695,81,2,10
5444,2211,107,1,10
5445,2641,152,2,10
5446,1816,93,3,9
5447,1718,58,2,10
5448,2310,107,2,10
5449,2674,114,5,7
5450,2256,113,3,10
5451,1761,70,3,7
5452,1544,64,4,5
5453,2079,63,3,9
5454,1994,56,2,9
5455,2970,154,2,10
5456,2522,95,4,8
5457,1717,76,1,9
5458,2459,110,2,10
5459,2458,102,2,10
5460,1821,74,1,10
5461,1929,89,1,10
5462,1893,94,1,10
5463,2637,127,3,9
5464,2906,152,2,10
5465,1869,83,2,10
5466,1771,81,2,10
5467,1069,53,1,10
5468,2820,158,4,10
5469,1734,83,1,10
5470,1367,54,1,10
5471,1771,79,3,9
5472,2603,116,0,10
5473,2146,118,0,10
5474,1863,71,1,10
5475,2276,106,3,10
5476,863,81,3,9
5477,2219,81,2,10
5478,1828,81,1,10
5479,2825,109,4,8
5480,2244,71,1,10
5481,1488,90,1,10
5482,2260,72,1,10
5483,2736,136,1,10
5484,1588,45,4,7
5485,2174,98,1,10
5486,2245,100,1,10
5487,1858,74,5,6
5488,1958,99,1,10
5489,1839,90,2,8
5490,2118,105,2,10
5491,2081,80,2,10
5492,2016,86,4,7
5493,2583,142,2,10
5494,2181,84,3,8
5495,1534,103,0,10
5496,2237,76,2,9
5497,1351,54,2,9
5498,2136,136,3,10
5499,2090,70,3,8
5500,2617,126,1,10
5501,2237,99,2,10
5502,2033,94,4,8
5503,1637,85,2,9
5504,2281,111,2,10
5505,2694,99,0,10
5506,2146,88,3,9
5507,1118,20,1,8
5508,2105,94,5,8
5509,2222,110,5,7
5510,2291,101,2,10
5511,2384,131,0,10
5512,1341,84,1,10
5513,2482,108,1,10
5514,2389,130,2,10
5515,2012,77,2,10
5516,2363,129,3,10
5517,2833,151,1,10
5518,3316,130,4,9
5519,2099,105,1,10
5520,2040,59,1,10
5521,2233,112,3,10
5522,2069,75,2,9
5523,1694,86,3,9
5524,1744,71,1,10
5525,2230,93,4,8
5526,2104,82,2,9
5527,2517,119,1,10
5528,2102,70,3,8
5529,2086,117,2,10
5530,2314,77,0,10
5531,2865,114,2,10
5532,2943,114,2,10
5533,1806,50,3,7
5534,2025,77,5,6
5535,2553,76,2,10
5536,1027,86,1,10
5537,1769,86,2,10
5538,2312,114,2,10
5539,2474,95,2,10
5540,2240,111,2,10
5541,2235,94,6,5
5542,1555,58,2,8
5543,1848,82,0,10
5544,2078,102,5,7
5545,1861,64,2,9
5546,1827,95,3,9
5547,2572,104,1,10
5548,2717,138,1,10
5549,2396,113,1,10
5550,2664,127,1,10
5551,1455,64,2,8
5552,2098,87,1,10
5553,2376,91,4,7
5554,2290,85,2,8
5555,1799,71,5,7
5556,1856,102,3,9
5557,1965,108,1,10
5558,1881,88,1,10
5559,1605,71,0,10
5560,2923,120,3,10
5561,2109,85,4,7
5562,2216,108,1,10
5563,2251,89,3,10
5564,2285,105,2,10
5565,2003,89,3,9
5566,2895,154,2,10
5567,2086,109,6,5
5568,2604,111,2,10
5569,2541,98,2,10
5570,2876,120,0,10
5571,1654,67,1,10
5572,2798,110,0,10
5573,1509,48,2,8
5574,1948,83,2,7
5575,2082,85,3,9
5576,2190,66,2,10
5577,1969,90,0,10
5578,1696,98,3,7
5579,2103,100,2,10
5580,1663,70,2,9
5581,2899,129,2,10
5582,2079,95,0,10
5583,1015,40,1,8
5584,2921,119,3,10
5585,876,30,2,7
5586,2586,119,2,10
5587,2217,97,2,9
5588,1942,109,1,10
5589,1672,65,0,10
5590,3276,153,2,10
5591,1911,77,4,7
5592,2133,64,3,9
5593,2419,121,1,10
5594,1840,71,4,6
5595,2165,80,1,10
5596,2491,83,1,10
5597,1835,115,2,10
5598,1992,108,1,10
5599,1865,107,2,10
5600,2658,135,1,10
5601,2885,155,0,10
5602,2185,125,2,10
5603,2099,104,1,10
5604,1579,75,2,10
5605,1828,88,3,8
5606,2046,73,2,10
5607,3123,124,2,10
5608,2777,136,5,10
5609,2377,99,0,10
5610,2203,107,4,8
5611,1459,98,6,7
5612,1810,77,3,8
5613,2411,109,4,9
5614,2199,66,4,7
5615,1958,69,2,9
5616,1923,95,3,8
5617,2518,97,0,10
5618,2422,87,4,6
5619,2178,109,4,10
5620,2088,103,3,10
5621,2397,114,3,10
5622,2190,103,1,10
5623,1864,96,2,10
5624,2483,132,4,10
5625,1830,82,2,10
5626,2474,111,2,10
5627,2336,116,2,10
5628,2061,112,1,10
5629,1215,39,3,7
5630,1427,70,1,10
5631,2339,107,1,10
5632,1484,89,2,8
5633,2639,98,3,8
5634,1382,58,1,10
5635,2033,109,5,6
5636,2114,104,2,10
5637,2914,118,1,10
5638,2590,120,0,10
5639,1719,96,1,10
5640,2728,139,2,10
5641,2379,136,4,10
5642,1787,72,5,6
5643,2776,100,3,9
5644,1880,88,3,10
5645,785,64,5,4
5646,1892,88,2,10
5647,2229,103,3,9
